shipment_id,po_id,destination,transport_mode,shipment_date,delivery_date,delivery_performance,shipment_status
SHIP01571,PO01571,Hyderabad DC,Sea,2025-08-14,2025-09-01,Delayed,Delayed
SHIP01572,PO01572,Mumbai Port,Road,2025-01-24,,On Time,Pending
SHIP01573,PO01573,Mumbai Port,Sea,2025-03-06,,On Time,Pending
SHIP01574,PO01574,Mumbai Port,Road,2026-07-28,,Delayed,In Transit
SHIP01575,PO01575,Delhi ICD,Road,2025-05-25,2025-05-31,Delayed,Delivered
SHIP01576,PO01576,Bengaluru DC,Rail,2026-03-12,2026-03-22,Delayed,Delivered
SHIP01577,PO01577,Hyderabad DC,Rail,2025-06-12,2025-06-18,On Time,Delivered
SHIP01578,PO01578,Bengaluru DC,Air,2025-01-25,2025-01-28,On Time,Delivered
SHIP01579,PO01579,Pune DC,Air,2025-05-28,2025-06-06,At Risk,Delivered
SHIP01580,PO01580,Hyderabad DC,Air,2026-04-01,2026-04-03,Delayed,Delivered
SHIP01581,PO01581,Pune DC,Air,2025-02-13,2025-02-24,On Time,Delivered
SHIP01582,PO01582,Delhi ICD,Sea,2026-03-11,,On Time,Pending
SHIP01583,PO01583,JNPT,Sea,2026-08-18,2026-08-29,At Risk,Delivered
SHIP01584,PO01584,Chennai Port,Sea,2025-04-16,2025-05-08,On Time,Delayed
SHIP01585,PO01585,Hyderabad DC,Road,2025-03-08,2025-03-21,On Time,Delayed
SHIP01586,PO01586,Pune DC,Road,2025-03-24,2025-04-05,On Time,Delivered
SHIP01587,PO01587,Delhi ICD,Road,2026-02-05,2026-03-03,On Time,Delayed
SHIP01588,PO01588,Delhi ICD,Air,2025-04-27,,On Time,Pending
SHIP01589,PO01589,Chennai Port,Sea,2025-02-08,,On Time,Pending
SHIP01590,PO01590,Bengaluru DC,Sea,2025-01-18,,Delayed,Pending
SHIP01591,PO01591,Chennai Port,Rail,2025-02-09,2025-02-11,Delayed,Delivered
SHIP01592,PO01592,Bengaluru DC,Sea,2026-08-04,2026-08-11,Delayed,Delivered
SHIP01593,PO01593,Pune DC,Rail,2025-01-12,2025-01-20,On Time,Delivered
SHIP01594,PO01594,Delhi ICD,Rail,2025-11-22,2025-11-24,On Time,Delivered
SHIP01595,PO01595,Delhi ICD,Sea,2025-04-21,,Delayed,In Transit
SHIP01596,PO01596,Chennai Port,Air,2025-06-08,2025-06-17,On Time,Delivered
SHIP01597,PO01597,Bengaluru DC,Rail,2025-02-19,2025-03-15,On Time,Delayed
SHIP01598,PO01598,Bengaluru DC,Rail,2025-04-12,2025-04-17,On Time,Delivered
SHIP01599,PO01599,Delhi ICD,Air,2025-06-22,2025-07-09,Delayed,Delayed
SHIP01600,PO01600,Mumbai Port,Road,2025-05-19,2025-05-30,Delayed,Delivered
SHIP01601,PO01601,Mumbai Port,Road,2025-02-17,2025-02-21,At Risk,Delivered
SHIP01602,PO01602,JNPT,Sea,2025-03-26,2025-04-07,On Time,Delivered
SHIP01603,PO01603,Hyderabad DC,Rail,2025-11-20,2025-12-20,On Time,Delayed
SHIP01604,PO01604,Delhi ICD,Air,2025-11-08,2025-11-20,On Time,Delivered
SHIP01605,PO01605,JNPT,Air,2025-03-24,,On Time,In Transit
SHIP01606,PO01606,Bengaluru DC,Air,2025-09-26,2025-09-29,On Time,Delivered
SHIP01607,PO01607,Mumbai Port,Air,2026-05-25,2026-05-28,At Risk,Delivered
SHIP01608,PO01608,Mumbai Port,Air,2025-05-22,,On Time,Pending
SHIP01609,PO01609,Delhi ICD,Air,2026-01-20,2026-01-29,On Time,Delivered
SHIP01610,PO01610,Delhi ICD,Rail,2025-02-19,,On Time,In Transit
SHIP01611,PO01611,Mumbai Port,Sea,2026-08-07,2026-08-29,On Time,Delayed
SHIP01612,PO01612,Chennai Port,Rail,2026-02-23,2026-03-06,On Time,Delivered
SHIP01613,PO01613,JNPT,Sea,2026-01-03,2026-01-10,On Time,Delivered
SHIP01614,PO01614,Bengaluru DC,Rail,2025-03-30,2025-04-02,On Time,Delivered
SHIP01615,PO01615,JNPT,Rail,2026-03-22,,On Time,In Transit
SHIP01616,PO01616,Bengaluru DC,Rail,2026-05-14,2026-05-24,Delayed,Delivered
SHIP01617,PO01617,Chennai Port,Sea,2026-07-22,2026-07-26,On Time,Delivered
SHIP01618,PO01618,JNPT,Air,2025-02-07,2025-03-05,On Time,Delayed
SHIP01619,PO01619,Hyderabad DC,Air,2026-03-23,2026-04-01,On Time,Delivered
SHIP01620,PO01620,Hyderabad DC,Rail,2026-03-21,2026-03-28,On Time,Delivered
SHIP01621,PO01621,Bengaluru DC,Road,2026-02-28,2026-03-10,On Time,Delivered
SHIP01622,PO01622,Delhi ICD,Sea,2025-10-04,2025-10-10,On Time,Delivered
SHIP01623,PO01623,JNPT,Sea,2025-11-13,2025-11-21,On Time,Delivered
SHIP01624,PO01624,JNPT,Rail,2026-07-05,,Delayed,Cancelled
SHIP01625,PO01625,Bengaluru DC,Air,2026-02-06,,Delayed,In Transit
SHIP01626,PO01626,Delhi ICD,Road,2026-08-27,2026-09-17,On Time,Delayed
SHIP01627,PO01627,Mumbai Port,Road,2025-12-01,,On Time,In Transit
SHIP01628,PO01628,Delhi ICD,Sea,2025-11-30,,On Time,In Transit
SHIP01629,PO01629,Pune DC,Air,2026-04-08,2026-04-13,On Time,Delivered
SHIP01630,PO01630,Chennai Port,Air,2025-02-19,2025-03-02,At Risk,Delivered
SHIP01631,PO01631,Chennai Port,Air,2025-06-23,,Delayed,In Transit
SHIP01632,PO01632,Bengaluru DC,Sea,2026-08-23,2026-09-14,On Time,Delayed
SHIP01633,PO01633,Pune DC,Sea,2026-06-07,2026-06-14,On Time,Delivered
SHIP01634,PO01634,JNPT,Road,2026-03-09,2026-03-19,Delayed,Delivered
SHIP01635,PO01635,Chennai Port,Sea,2025-12-11,2025-12-14,Delayed,Delivered
SHIP01636,PO01636,Hyderabad DC,Road,2025-06-26,,Delayed,In Transit
SHIP01637,PO01637,Hyderabad DC,Sea,2026-03-29,2026-04-03,Delayed,Delivered
SHIP01638,PO01638,Pune DC,Air,2025-04-25,2025-05-02,At Risk,Delivered
SHIP01639,PO01639,Pune DC,Road,2026-05-29,,Delayed,Pending
SHIP01640,PO01640,Bengaluru DC,Sea,2026-08-23,2026-08-27,At Risk,Delivered
SHIP01641,PO01641,Hyderabad DC,Road,2026-04-13,2026-04-18,On Time,Delivered
SHIP01642,PO01642,Pune DC,Road,2025-05-17,2025-05-25,Delayed,Delivered
SHIP01643,PO01643,Pune DC,Road,2026-02-20,2026-03-01,On Time,Delivered
SHIP01644,PO01644,Hyderabad DC,Rail,2025-10-04,2025-10-06,Delayed,Delivered
SHIP01645,PO01645,Delhi ICD,Air,2025-02-11,2025-02-13,On Time,Delivered
SHIP01646,PO01646,Bengaluru DC,Rail,2026-06-23,,On Time,Pending
SHIP01647,PO01647,Delhi ICD,Road,2026-03-23,2026-04-04,Delayed,Delivered
SHIP01648,PO01648,Mumbai Port,Air,2025-03-02,,On Time,Pending
SHIP01649,PO01649,Mumbai Port,Rail,2025-07-08,2025-07-11,Delayed,Delivered
SHIP01650,PO01650,JNPT,Sea,2025-05-12,2025-05-22,On Time,Delivered
SHIP01651,PO01651,Delhi ICD,Road,2025-10-05,,On Time,Pending
SHIP01652,PO01652,Hyderabad DC,Air,2026-03-31,2026-04-02,Delayed,Delivered
SHIP01653,PO01653,Hyderabad DC,Road,2026-07-13,,On Time,Pending
SHIP01654,PO01654,Delhi ICD,Rail,2026-04-16,2026-04-20,On Time,Delivered
SHIP01655,PO01655,Hyderabad DC,Sea,2025-08-20,2025-08-27,On Time,Delivered
SHIP01656,PO01656,Mumbai Port,Rail,2026-01-30,2026-02-08,On Time,Delivered
SHIP01657,PO01657,Chennai Port,Rail,2025-02-02,,On Time,In Transit
SHIP01658,PO01658,Hyderabad DC,Road,2025-05-10,2025-05-24,On Time,Delayed
SHIP01659,PO01659,Mumbai Port,Air,2025-03-30,2025-04-07,On Time,Delivered
SHIP01660,PO01660,Mumbai Port,Air,2025-01-28,2025-02-02,Delayed,Delivered
SHIP01661,PO01661,Bengaluru DC,Rail,2026-03-13,2026-03-22,On Time,Delivered
SHIP01662,PO01662,JNPT,Sea,2025-01-13,2025-01-19,At Risk,Delivered
SHIP01663,PO01663,Pune DC,Rail,2025-05-11,2025-05-15,On Time,Delivered
SHIP01664,PO01664,Bengaluru DC,Sea,2025-01-09,2025-01-13,At Risk,Delivered
SHIP01665,PO01665,Delhi ICD,Rail,2025-02-11,2025-02-13,On Time,Delivered
SHIP01666,PO01666,Delhi ICD,Road,2026-01-18,2026-01-24,Delayed,Delivered
SHIP01667,PO01667,Mumbai Port,Sea,2025-05-21,2025-05-23,At Risk,Delivered
SHIP01668,PO01668,JNPT,Air,2026-07-25,,On Time,In Transit
SHIP01669,PO01669,Chennai Port,Air,2026-06-20,,On Time,Pending
SHIP01670,PO01670,Mumbai Port,Rail,2025-10-21,,On Time,Pending
SHIP01671,PO01671,JNPT,Road,2025-06-28,2025-07-07,On Time,Delivered
SHIP01672,PO01672,JNPT,Road,2025-10-14,2025-10-22,On Time,Delivered
SHIP01673,PO01673,Chennai Port,Road,2026-08-09,,On Time,In Transit
SHIP01674,PO01674,Pune DC,Rail,2026-06-18,2026-06-25,At Risk,Delivered
SHIP01675,PO01675,Chennai Port,Sea,2026-07-08,2026-07-10,On Time,Delivered
SHIP01676,PO01676,Bengaluru DC,Rail,2026-03-28,2026-04-10,On Time,Delayed
SHIP01677,PO01677,Bengaluru DC,Sea,2026-01-25,2026-02-15,Delayed,Delayed
SHIP01678,PO01678,Mumbai Port,Rail,2025-01-18,2025-02-11,Delayed,Delayed
SHIP01679,PO01679,JNPT,Sea,2025-09-02,2025-09-11,On Time,Delivered
SHIP01680,PO01680,Mumbai Port,Sea,2025-08-16,,Delayed,Pending
SHIP01681,PO01681,Pune DC,Road,2025-03-27,,Delayed,Cancelled
SHIP01682,PO01682,JNPT,Air,2025-11-29,2025-12-13,At Risk,Delayed
SHIP01683,PO01683,Mumbai Port,Sea,2025-10-19,2025-10-29,On Time,Delivered
SHIP01684,PO01684,Bengaluru DC,Rail,2026-09-06,2026-09-13,Delayed,Delivered
SHIP01685,PO01685,Chennai Port,Road,2026-08-17,2026-08-26,Delayed,Delivered
SHIP01686,PO01686,Bengaluru DC,Road,2025-02-09,2025-02-11,On Time,Delivered
SHIP01687,PO01687,Delhi ICD,Rail,2026-04-29,,On Time,Pending
SHIP01688,PO01688,Mumbai Port,Rail,2026-02-25,,On Time,Pending
SHIP01689,PO01689,Pune DC,Rail,2025-11-09,2025-11-15,At Risk,Delivered
SHIP01690,PO01690,Pune DC,Rail,2025-05-10,2025-05-14,Delayed,Delivered
SHIP01691,PO01691,Delhi ICD,Sea,2025-01-21,2025-02-02,On Time,Delivered
SHIP01692,PO01692,Mumbai Port,Road,2025-08-21,2025-08-27,On Time,Delivered
SHIP01693,PO01693,Pune DC,Air,2026-07-17,2026-07-28,On Time,Delivered
SHIP01694,PO01694,Pune DC,Rail,2025-04-28,2025-05-05,Delayed,Delivered
SHIP01695,PO01695,Chennai Port,Air,2026-02-04,2026-02-15,On Time,Delivered
SHIP01696,PO01696,JNPT,Air,2025-05-14,,On Time,Pending
SHIP01697,PO01697,Chennai Port,Rail,2026-03-08,2026-03-18,Delayed,Delivered
SHIP01698,PO01698,Bengaluru DC,Sea,2026-05-10,,On Time,Pending
SHIP01699,PO01699,Pune DC,Air,2025-08-23,2025-09-01,Delayed,Delivered
SHIP01700,PO01700,Pune DC,Rail,2025-09-09,2025-09-15,On Time,Delivered
SHIP01701,PO01701,Mumbai Port,Road,2026-05-24,2026-06-04,On Time,Delivered
SHIP01702,PO01702,Hyderabad DC,Sea,2026-02-06,2026-02-09,On Time,Delivered
SHIP01703,PO01703,Chennai Port,Sea,2026-07-03,2026-07-13,On Time,Delivered
SHIP01704,PO01704,Pune DC,Road,2026-06-04,2026-06-08,On Time,Delivered
SHIP01705,PO01705,Chennai Port,Sea,2026-04-15,2026-05-05,Delayed,Delayed
SHIP01706,PO01706,Chennai Port,Road,2025-10-14,2025-10-19,On Time,Delivered
SHIP01707,PO01707,Mumbai Port,Road,2025-04-23,2025-04-30,On Time,Delivered
SHIP01708,PO01708,Mumbai Port,Road,2026-04-21,2026-05-02,Delayed,Delivered
SHIP01709,PO01709,Mumbai Port,Rail,2025-12-31,,Delayed,In Transit
SHIP01710,PO01710,JNPT,Rail,2025-06-05,,On Time,In Transit
SHIP01711,PO01711,Bengaluru DC,Road,2025-10-11,2025-10-19,Delayed,Delivered
SHIP01712,PO01712,Hyderabad DC,Sea,2026-03-17,,On Time,Pending
SHIP01713,PO01713,Delhi ICD,Air,2026-06-30,2026-07-06,Delayed,Delivered
SHIP01714,PO01714,Mumbai Port,Rail,2025-09-14,,On Time,Cancelled
SHIP01715,PO01715,Chennai Port,Air,2025-10-02,2025-10-04,On Time,Delivered
SHIP01716,PO01716,Pune DC,Rail,2026-02-26,2026-03-02,Delayed,Delivered
SHIP01717,PO01717,JNPT,Rail,2025-10-07,,On Time,Pending
SHIP01718,PO01718,Mumbai Port,Rail,2025-10-24,,On Time,In Transit
SHIP01719,PO01719,Delhi ICD,Road,2026-06-04,,On Time,Pending
SHIP01720,PO01720,Hyderabad DC,Road,2025-09-14,,On Time,Pending
SHIP01721,PO01721,Pune DC,Sea,2026-04-17,2026-05-14,Delayed,Delayed
SHIP01722,PO01722,JNPT,Rail,2025-10-05,,On Time,In Transit
SHIP01723,PO01723,JNPT,Rail,2026-09-01,2026-09-04,On Time,Delivered
SHIP01724,PO01724,Bengaluru DC,Air,2025-01-20,,Delayed,In Transit
SHIP01725,PO01725,Hyderabad DC,Rail,2025-06-22,,On Time,Cancelled
SHIP01726,PO01726,Bengaluru DC,Air,2025-12-16,2026-01-09,On Time,Delayed
SHIP01727,PO01727,Bengaluru DC,Road,2026-05-15,2026-05-18,On Time,Delivered
SHIP01728,PO01728,Pune DC,Road,2025-12-17,,On Time,In Transit
SHIP01729,PO01729,Pune DC,Air,2026-06-23,2026-07-01,Delayed,Delivered
SHIP01730,PO01730,Delhi ICD,Sea,2025-08-23,,On Time,Pending
SHIP01731,PO01731,JNPT,Rail,2026-03-27,,On Time,In Transit
SHIP01732,PO01732,Bengaluru DC,Air,2025-04-22,,On Time,Pending
SHIP01733,PO01733,Chennai Port,Road,2026-06-29,2026-07-04,At Risk,Delivered
SHIP01734,PO01734,Delhi ICD,Rail,2026-03-06,2026-03-15,On Time,Delivered
SHIP01735,PO01735,Bengaluru DC,Rail,2025-12-23,2025-12-31,On Time,Delivered
SHIP01736,PO01736,Pune DC,Rail,2026-01-03,,Delayed,In Transit
SHIP01737,PO01737,Bengaluru DC,Sea,2026-04-27,2026-05-03,On Time,Delivered
SHIP01738,PO01738,JNPT,Sea,2025-06-17,2025-06-20,On Time,Delivered
SHIP01739,PO01739,JNPT,Road,2026-04-17,2026-04-19,At Risk,Delivered
SHIP01740,PO01740,Hyderabad DC,Rail,2026-05-20,2026-06-17,Delayed,Delayed
SHIP01741,PO01741,Mumbai Port,Rail,2025-02-27,,Delayed,Pending
SHIP01742,PO01742,Bengaluru DC,Sea,2026-05-31,2026-06-02,On Time,Delivered
SHIP01743,PO01743,Chennai Port,Rail,2025-10-10,2025-11-04,On Time,Delayed
SHIP01744,PO01744,Bengaluru DC,Road,2025-11-04,2025-11-14,On Time,Delivered
SHIP01745,PO01745,Mumbai Port,Road,2026-02-02,2026-02-04,On Time,Delivered
SHIP01746,PO01746,Pune DC,Rail,2025-11-27,,On Time,In Transit
SHIP01747,PO01747,Hyderabad DC,Sea,2026-08-24,2026-09-02,Delayed,Delivered
SHIP01748,PO01748,Bengaluru DC,Air,2025-08-03,2025-08-05,On Time,Delivered
SHIP01749,PO01749,Pune DC,Sea,2026-04-20,,On Time,Pending
SHIP01750,PO01750,Mumbai Port,Road,2025-04-14,2025-04-16,At Risk,Delivered
SHIP01751,PO01751,JNPT,Rail,2026-01-12,2026-01-24,On Time,Delivered
SHIP01752,PO01752,JNPT,Sea,2026-04-20,,On Time,In Transit
SHIP01753,PO01753,Delhi ICD,Road,2025-05-26,2025-05-29,On Time,Delivered
SHIP01754,PO01754,Hyderabad DC,Air,2026-07-20,,On Time,In Transit
SHIP01755,PO01755,JNPT,Road,2026-02-20,2026-03-14,On Time,Delayed
SHIP01756,PO01756,Mumbai Port,Air,2026-04-22,2026-05-05,On Time,Delayed
SHIP01757,PO01757,Mumbai Port,Sea,2025-04-24,2025-05-02,On Time,Delivered
SHIP01758,PO01758,Delhi ICD,Air,2025-12-16,,On Time,In Transit
SHIP01759,PO01759,Chennai Port,Sea,2025-03-08,2025-03-16,On Time,Delivered
SHIP01760,PO01760,JNPT,Air,2026-05-24,2026-06-03,Delayed,Delivered
SHIP01761,PO01761,Hyderabad DC,Road,2025-01-19,2025-01-23,On Time,Delivered
SHIP01762,PO01762,Hyderabad DC,Rail,2025-05-07,,On Time,Pending
SHIP01763,PO01763,Delhi ICD,Road,2026-06-12,,On Time,Pending
SHIP01764,PO01764,Delhi ICD,Road,2026-05-18,2026-05-28,On Time,Delivered
SHIP01765,PO01765,Chennai Port,Rail,2026-04-07,2026-04-11,Delayed,Delivered
SHIP01766,PO01766,JNPT,Sea,2025-07-15,,On Time,In Transit
SHIP01767,PO01767,Mumbai Port,Road,2026-07-18,2026-07-27,On Time,Delivered
SHIP01768,PO01768,Pune DC,Rail,2026-08-29,,On Time,In Transit
SHIP01769,PO01769,Hyderabad DC,Sea,2025-04-26,2025-04-29,At Risk,Delivered
SHIP01770,PO01770,Delhi ICD,Air,2025-05-15,2025-05-27,On Time,Delivered
SHIP01771,PO01771,Chennai Port,Road,2026-04-06,,Delayed,In Transit
SHIP01772,PO01772,JNPT,Road,2025-10-12,2025-10-16,On Time,Delivered
SHIP01773,PO01773,JNPT,Rail,2025-08-11,2025-08-14,On Time,Delivered
SHIP01774,PO01774,Hyderabad DC,Rail,2025-06-13,2025-06-16,On Time,Delivered
SHIP01775,PO01775,Chennai Port,Road,2025-05-27,2025-06-08,On Time,Delivered
SHIP01776,PO01776,Bengaluru DC,Air,2026-05-14,2026-05-20,On Time,Delivered
SHIP01777,PO01777,JNPT,Air,2026-06-16,2026-06-23,On Time,Delivered
SHIP01778,PO01778,Hyderabad DC,Rail,2026-09-07,2026-09-13,Delayed,Delivered
SHIP01779,PO01779,Pune DC,Air,2025-02-24,2025-03-01,On Time,Delivered
SHIP01780,PO01780,Delhi ICD,Rail,2026-05-28,2026-05-31,On Time,Delivered
SHIP01781,PO01781,Pune DC,Rail,2025-09-08,,At Risk,In Transit
SHIP01782,PO01782,Delhi ICD,Rail,2025-03-12,2025-03-16,On Time,Delivered
SHIP01783,PO01783,Bengaluru DC,Rail,2025-03-23,2025-03-31,On Time,Delivered
SHIP01784,PO01784,Pune DC,Sea,2025-07-04,2025-07-21,On Time,Delayed
SHIP01785,PO01785,Bengaluru DC,Sea,2026-08-14,2026-08-16,Delayed,Delivered
SHIP01786,PO01786,Hyderabad DC,Sea,2025-11-01,2025-11-25,At Risk,Delayed
SHIP01787,PO01787,Bengaluru DC,Sea,2025-07-19,2025-07-22,Delayed,Delivered
SHIP01788,PO01788,Chennai Port,Air,2025-08-04,,Delayed,Pending
SHIP01789,PO01789,Hyderabad DC,Rail,2026-07-19,2026-07-22,On Time,Delivered
SHIP01790,PO01790,Mumbai Port,Sea,2026-07-06,2026-07-08,At Risk,Delivered
SHIP01791,PO01791,Bengaluru DC,Sea,2025-12-29,2026-01-20,At Risk,Delayed
SHIP01792,PO01792,Pune DC,Air,2026-03-29,2026-04-05,Delayed,Delivered
SHIP01793,PO01793,Hyderabad DC,Sea,2025-05-16,2025-05-24,On Time,Delivered
SHIP01794,PO01794,Pune DC,Sea,2026-07-10,2026-07-17,Delayed,Delivered
SHIP01795,PO01795,JNPT,Air,2025-09-25,2025-10-19,On Time,Delayed
SHIP01796,PO01796,Hyderabad DC,Air,2025-10-25,2025-11-02,Delayed,Delivered
SHIP01797,PO01797,Mumbai Port,Sea,2026-06-08,2026-06-24,Delayed,Delayed
SHIP01798,PO01798,JNPT,Sea,2026-08-29,2026-09-08,On Time,Delivered
SHIP01799,PO01799,JNPT,Air,2025-08-05,2025-08-11,On Time,Delivered
SHIP01800,PO01800,Pune DC,Rail,2025-12-09,2025-12-19,Delayed,Delivered
SHIP01801,PO01801,Pune DC,Sea,2026-08-10,2026-08-21,On Time,Delivered
SHIP01802,PO01802,Delhi ICD,Road,2026-03-10,2026-03-12,Delayed,Delivered
SHIP01803,PO01803,Pune DC,Air,2025-05-14,2025-05-18,On Time,Delivered
SHIP01804,PO01804,Pune DC,Rail,2025-08-30,2025-09-14,On Time,Delayed
SHIP01805,PO01805,Mumbai Port,Air,2025-08-23,2025-08-31,On Time,Delivered
SHIP01806,PO01806,Chennai Port,Rail,2026-07-11,2026-07-16,On Time,Delivered
SHIP01807,PO01807,Bengaluru DC,Sea,2026-02-03,,On Time,In Transit
SHIP01808,PO01808,Hyderabad DC,Rail,2025-04-30,2025-05-02,On Time,Delivered
SHIP01809,PO01809,Bengaluru DC,Road,2025-03-09,2025-03-20,On Time,Delivered
SHIP01810,PO01810,JNPT,Air,2026-07-09,2026-07-11,At Risk,Delivered
SHIP01811,PO01811,Mumbai Port,Sea,2025-03-08,2025-03-28,Delayed,Delayed
SHIP01812,PO01812,Chennai Port,Road,2025-11-28,2025-12-28,Delayed,Delayed
SHIP01813,PO01813,Pune DC,Sea,2026-02-14,,Delayed,Pending
SHIP01814,PO01814,Hyderabad DC,Road,2026-07-14,2026-08-07,Delayed,Delayed
SHIP01815,PO01815,Delhi ICD,Sea,2026-04-05,2026-04-17,Delayed,Delivered
SHIP01816,PO01816,Mumbai Port,Road,2025-09-14,,On Time,Pending
SHIP01817,PO01817,Bengaluru DC,Rail,2025-03-05,2025-03-12,On Time,Delivered
SHIP01818,PO01818,Bengaluru DC,Sea,2025-05-22,2025-05-26,On Time,Delivered
SHIP01819,PO01819,Bengaluru DC,Road,2026-01-18,2026-01-27,On Time,Delivered
SHIP01820,PO01820,Mumbai Port,Sea,2026-04-18,2026-04-26,On Time,Delivered
SHIP01821,PO01821,Chennai Port,Rail,2026-09-07,2026-09-18,On Time,Delivered
SHIP01822,PO01822,Pune DC,Sea,2026-02-02,,On Time,In Transit
SHIP01823,PO01823,JNPT,Sea,2025-08-07,2025-09-06,On Time,Delayed
SHIP01824,PO01824,Bengaluru DC,Road,2025-02-06,2025-02-14,Delayed,Delivered
SHIP01825,PO01825,Bengaluru DC,Road,2025-12-12,2025-12-18,On Time,Delivered
SHIP01826,PO01826,Chennai Port,Road,2026-04-02,2026-04-09,On Time,Delivered
SHIP01827,PO01827,JNPT,Rail,2025-11-02,2025-11-08,On Time,Delivered
SHIP01828,PO01828,JNPT,Road,2026-06-23,,On Time,Pending
SHIP01829,PO01829,Bengaluru DC,Sea,2025-09-02,2025-09-27,On Time,Delayed
SHIP01830,PO01830,Chennai Port,Road,2025-04-06,2025-04-18,On Time,Delivered
SHIP01831,PO01831,Delhi ICD,Road,2025-02-17,,On Time,In Transit
SHIP01832,PO01832,Pune DC,Air,2025-01-25,2025-02-05,On Time,Delivered
SHIP01833,PO01833,Hyderabad DC,Road,2025-07-06,2025-07-08,Delayed,Delivered
SHIP01834,PO01834,Mumbai Port,Road,2026-01-08,2026-02-02,On Time,Delayed
SHIP01835,PO01835,Mumbai Port,Air,2025-03-24,2025-03-31,Delayed,Delivered
SHIP01836,PO01836,Hyderabad DC,Road,2025-07-07,2025-07-12,On Time,Delivered
SHIP01837,PO01837,Bengaluru DC,Air,2025-08-25,2025-08-31,On Time,Delivered
SHIP01838,PO01838,Mumbai Port,Sea,2025-08-31,2025-09-06,On Time,Delivered
SHIP01839,PO01839,Pune DC,Rail,2026-03-29,2026-04-21,On Time,Delayed
SHIP01840,PO01840,Chennai Port,Sea,2025-09-25,2025-09-28,On Time,Delivered
SHIP01841,PO01841,Hyderabad DC,Air,2025-09-10,2025-09-18,On Time,Delivered
SHIP01842,PO01842,Pune DC,Air,2025-03-25,2025-04-05,On Time,Delivered
SHIP01843,PO01843,Delhi ICD,Road,2026-03-11,2026-03-13,Delayed,Delivered
SHIP01844,PO01844,Chennai Port,Air,2025-12-06,,Delayed,Pending
SHIP01845,PO01845,Pune DC,Sea,2026-01-22,2026-02-02,Delayed,Delivered
SHIP01846,PO01846,Bengaluru DC,Air,2025-06-05,2025-06-10,On Time,Delivered
SHIP01847,PO01847,Chennai Port,Sea,2026-06-10,2026-06-13,On Time,Delivered
SHIP01848,PO01848,Delhi ICD,Sea,2025-08-11,2025-08-22,On Time,Delivered
SHIP01849,PO01849,Chennai Port,Road,2025-03-28,2025-04-01,Delayed,Delivered
SHIP01850,PO01850,Hyderabad DC,Sea,2026-07-26,2026-07-31,On Time,Delivered
SHIP01851,PO01851,Pune DC,Air,2026-06-30,2026-07-26,Delayed,Delayed
SHIP01852,PO01852,JNPT,Road,2025-11-28,2025-12-25,On Time,Delayed
SHIP01853,PO01853,JNPT,Road,2025-09-14,2025-09-23,Delayed,Delivered
SHIP01854,PO01854,Pune DC,Air,2025-05-07,2025-05-15,Delayed,Delivered
SHIP01855,PO01855,Pune DC,Rail,2026-01-14,2026-01-26,On Time,Delivered
SHIP01856,PO01856,Chennai Port,Air,2026-05-23,2026-05-26,On Time,Delivered
SHIP01857,PO01857,Chennai Port,Air,2025-05-13,2025-05-17,Delayed,Delivered
SHIP01858,PO01858,Hyderabad DC,Sea,2025-09-29,2025-10-06,On Time,Delivered
SHIP01859,PO01859,JNPT,Air,2026-06-09,2026-06-20,On Time,Delivered
SHIP01860,PO01860,Chennai Port,Rail,2025-07-11,,Delayed,In Transit
SHIP01861,PO01861,Mumbai Port,Sea,2026-07-25,2026-07-31,On Time,Delivered
SHIP01862,PO01862,Hyderabad DC,Sea,2026-03-23,2026-04-01,On Time,Delivered
SHIP01863,PO01863,Pune DC,Rail,2026-06-30,2026-07-03,At Risk,Delivered
SHIP01864,PO01864,Chennai Port,Sea,2025-09-09,,On Time,In Transit
SHIP01865,PO01865,JNPT,Sea,2025-12-14,2025-12-18,Delayed,Delivered
SHIP01866,PO01866,Chennai Port,Road,2026-01-07,,Delayed,In Transit
SHIP01867,PO01867,Bengaluru DC,Sea,2026-05-13,,On Time,Pending
SHIP01868,PO01868,Pune DC,Air,2026-06-10,2026-06-17,Delayed,Delivered
SHIP01869,PO01869,Hyderabad DC,Rail,2026-04-15,2026-04-17,On Time,Delivered
SHIP01870,PO01870,Delhi ICD,Sea,2025-10-24,2025-10-27,On Time,Delivered
SHIP01871,PO01871,JNPT,Air,2026-08-06,2026-08-29,On Time,Delayed
SHIP01872,PO01872,Bengaluru DC,Sea,2025-10-21,2025-11-19,On Time,Delayed
SHIP01873,PO01873,Chennai Port,Road,2025-02-18,2025-02-22,On Time,Delivered
SHIP01874,PO01874,Delhi ICD,Rail,2025-11-19,2025-11-29,Delayed,Delivered
SHIP01875,PO01875,Hyderabad DC,Rail,2026-05-22,2026-05-30,On Time,Delivered
SHIP01876,PO01876,JNPT,Rail,2025-04-23,2025-04-27,On Time,Delivered
SHIP01877,PO01877,Pune DC,Air,2026-06-07,2026-07-04,On Time,Delayed
SHIP01878,PO01878,Chennai Port,Road,2026-07-15,2026-07-18,On Time,Delivered
SHIP01879,PO01879,Bengaluru DC,Air,2026-01-15,2026-02-02,On Time,Delayed
SHIP01880,PO01880,Bengaluru DC,Rail,2025-05-15,2025-06-09,On Time,Delayed
SHIP01881,PO01881,Pune DC,Sea,2025-05-06,,At Risk,Pending
SHIP01882,PO01882,JNPT,Road,2025-10-14,2025-10-18,Delayed,Delivered
